pairID	gold_label	Sentence1	Sentence2	Explanation_1	Sentence1_si	Sentence2_si	Explanation_1_si
367673290.jpg#3r1c	contradiction	A woman in a black and white coat and earmuffs.	A man in a black and white coat.	A woman is a not a man	Ženska v črno-belem plašču in glušnikih.	Moški v črno-belem plašču.	Ženska ni moški
1290285741.jpg#2r3c	contradiction	Three dancers with swirling costumes perform.	Three dancers resting on bed after workout	One cannot perform and be resting at the same time.	Nastopajo trije plesalci v kostumih, ki se vrtijo.	Trije plesalci počivajo na postelji po vadbi	Človek ne more hkrati nastopati in počivati.
373341109.jpg#0r1c	contradiction	Two children play in a bedroom, fully furnished with bookshelves, a' Dora the Explorer' poster, and a bunk-bed shaped like a fantasy castle.	The two children are playing with kites in a grassy field.	one set of children are in a bedroom inside a house and the others are out in wild in grassy field.	Dva otroka se igrata v spalnici, popolnoma opremljeni s knjižnimi policami, plakatom Dora raziskovalka in pogradom v obliki domišljijskega gradu.	Otroka se igrata z zmaji na travnatem polju.	ena skupina otrok je v spalnici v hiši, drugi pa v divjini na travnatem polju.
4678072371.jpg#2r1n	entailment	People unloading their car outside the Hotel Carmel.	People are checking into a hotel.	People unloading their car outside the Hotel Carmel simply means they are checking into a hotel	Ljudje razkladajo svoje avtomobile pred hotelom Carmel.	Ljudje se prijavljajo v hotel.	Ljudje, ki raztovarjajo svoj avto pred hotelom Carmel, preprosto pomenijo, da se prijavljajo v hotel
160228320.jpg#3r1e	neutral	Woman walk up an alley with shuttered property on one side.	A woman is walking alone in an alley way.	Walking does not imply walking alone.	Ženska hodi po uličici z zaprto posestjo na eni strani.	Ženska hodi sama po uličici.	Hoja ne pomeni, da hodite sami.
2604357479.jpg#1r1c	contradiction	A man wearing a white shirt with glasses stirring food on the stove.	A man is wearing a brown shirt and contact lenses.	White is not brown.	Moški v beli srajci z očali meša hrano na štedilniku.	Moški nosi rjavo srajco in kontaktne leče.	Bela ni rjava.
11245644.jpg#1r2e	entailment	Many people, including a couple in a wedding dress and suit, are walking or standing around a building with lots of stairs.	The group is attending a wedding.	A couple in a wedding dress means they are at a wedding.	Veliko ljudi, vključno s parom v poročni obleki in obleki, se sprehaja ali stoji okoli stavbe z veliko stopnicami.	Skupina se udeležuje poroke.	Par v poročni obleki pomeni, da je na poroki.
1930975781.jpg#3r1n	neutral	Three people on stage singing and playing instruments.	 Three people giving a charitable concert.	Three people singing and playing instruments is a concert, but not necessarily a charitable concert.	Tri osebe na odru pojejo in igrajo instrumente.	Tri osebe na dobrodelnem koncertu.	Tri osebe, ki pojejo in igrajo instrumente, je koncert, a ne nujno dobrodelen.
45427454.jpg#3r1n	neutral	A man in a yellow shirt re-shingles a roof.	The man reshingles his own roof.	If a person re-shingles a roof, it doesn't have to be his own roof.	Moški v rumeni srajci prekriva streho.	Človek sam prekriva svojo streho.	Če nekdo prekriva streho, ni nujno, da je to njegova lastna streha.
2608289957.jpg#0r1c	contradiction	Boy in pajamas, with red and yellow toy, seated on tire near plants.	Boys in formal suits are waiting to attend a wedding.	Pajamas and formal suits are different.	Fant v pižami, z rdečo in rumeno igračo, sedi na gumi blizu rastlin.	Fantje v svečanih oblekah čakajo na poroko.	Pižame in svečane obleke so drugačne.
1468389504.jpg#3r1e	entailment	Two young girls on a playground.	There are two girls.	Both sentences are talking about a pair of girls.	Dve mladi deklici na igrišču.	Obstajata dve deklici.	Oba stavka govorita o paru deklet.
195140746.jpg#0r1e	entailment	"A man stands near a street in a suit with a sign saying ""Stop raping my wife!"""	A man is standing outside with sign board.	Because the man is outside, he is near a street.	Moški stoji blizu ulice v obleki z napisom &quot;Nehajte posiljevati mojo ženo!&quot;	Moški stoji zunaj s tablo.	Ker je človek zunaj, je blizu ulice.
4951422051.jpg#0r1n	neutral	A jockey rides a horse past a field of green grass and a bench overlooking water.	The jockey just finished racing his horse.	Although the jockey is riding a horse there is no reason to believe he has just finished racing his horse.	Jockey jaha konja mimo polja z zeleno travo in klopi s pogledom na vodo.	Jockey je pravkar končal dirko s konjem.	Čeprav džokej jaha konja, ni razloga za domnevo, da je pravkar končal dirko s konjem.
3320032226.jpg#3r1e	entailment	A child dressed for the cold sits in the snow.	a child is sitting	sits refer to  sitting.	Otrok, oblečen za mraz, sedi v snegu.	otrok sedi	sedi se nanaša na sedenje.
78104952.jpg#0r1c	contradiction	Two women and two out of frame people playing a game of Monopoly.	The people are playing volleyball.	Volleyball is a sport whereas Monopoly is a board game.	Dve ženski in dva človeka brez okvirja igrata igro Monopoly.	Ljudje igrajo odbojko.	Odbojka je šport, medtem ko je Monopoly namizna igra.
2888815691.jpg#3r1e	entailment	An adorable young child looking up into the light.	A child is enjoying the sunlight	An adorable young child is a type of a child.	Prikupen mlad otrok, ki gleda v svetlobo.	Otrok uživa v sončni svetlobi	Prikupen otrok je vrsta otroka.
6692727651.jpg#3r1e	entailment	A boy, looking down, pulls up his underwear.	A boy adjusts his pants	if he pulls up his underwear he is adjusting them	Fant, ki gleda navzdol, dvigne spodnje perilo.	Fant si popravlja hlače	če spodnje perilo dvigne, jih popravlja
4859059617.jpg#1r1c	contradiction	A girl wearing a purple dress and a girl wearing a red dress run around outside smiling.	A snake is eating a mouse.	The girl cannot be a snake at the same time	Dekle, oblečeno v vijolično obleko, in dekle, oblečeno v rdečo obleko, nasmejani tekata zunaj.	Kača žre miško.	Deklica ne more biti hkrati kača
2190227737.jpg#4r1c	contradiction	Three gray dogs jump at a woman.	Three dogs are sleeping.	The three dogs cannot jump if they are sleeping.	Trije sivi psi skočijo na žensko.	Trije psi spijo.	Trije psi ne morejo skočiti, če spijo.
4623083754.jpg#4r2c	contradiction	Four women posing for a picture.	Six men posing for a picture.	Four and six are different amounts.  Women are a different gender than men.	Štiri ženske pozirajo za sliko.	Šest moških pozira za sliko.	Štiri in šest sta različna zneska. Ženske so drugega spola kot moški.
114368470.jpg#0r1c	contradiction	A youth with long dirty blond-hair wearing a denim jacket and jeans looks at the conveyor belt of groceries while waiting at a checkout line.	The store burned to the ground five minutes ago.	The youth cannot look at the conveyor belt of groceries if the store burned down.	Mladost z dolgimi umazanimi svetlimi lasmi, oblečena v jeans jakno in kavbojke, gleda na tekoči trak živil, medtem ko čaka na blagajni.	Trgovina je pred petimi minutami pogorela do tal.	Mladina ne more gledati na tekoči trak živil, če je trgovina zgorela.
3655092860.jpg#3r1e	entailment	A couple dressed in formal wear is kissing by a lake.	The couple are having sex by a lake.	A couple kissing by a lake could progress to having sex by a lake.	Par v formalnih oblačilih se poljublja ob jezeru.	Par seksa ob jezeru.	Par, ki se poljublja ob jezeru, bi lahko napredoval v seks ob jezeru.
3505244422.jpg#2r1e	entailment	A family walks through a gravel field under high built wooden structures.	A family walks outside.	Gravel field is outside.	Družina se sprehaja po prodišču pod visokimi lesenimi konstrukcijami.	Družina se sprehaja zunaj.	Prodišče je zunaj.
4685167138.jpg#3r1n	neutral	Firefighters using equipment outside of a firetruck.	Firefighters fight a fire.	Not all firefighters using equipment outside of a firetruck fight a fire.	Gasilci, ki uporabljajo opremo zunaj gasilskega vozila.	Gasilci gasijo požar.	Vsi gasilci, ki uporabljajo opremo zunaj gasilskega vozila, ne gasijo požara.
486720042.jpg#3r1c	contradiction	two dogs play on a baseball field.	The dogs are on leashes in the car.	The dogs cannot be in a car and on a baseball field simultaneously	dva psa igrata na baseball igrišču.	Psi so v avtu na povodcih.	Psi ne morejo biti hkrati v avtu in na bejzbolskem igrišču
7527086862.jpg#1r4n	neutral	In a train station or bus depot a little boy in orange pants is running to his mother, wearing an orange shirt, with many passengers in the background having either backpacks or luggage.	A mom and son embark on a trip together.	A mom and son in a train station or bus depot are not necessarily going to embark on a trip together.	Na železniški postaji ali avtobusni postaji deček v oranžnih hlačah teče k mami, oblečen v oranžno srajco, v ozadju pa veliko potnikov, ki imajo nahrbtnike ali prtljago.	Mama in sin se skupaj odpravita na potovanje.	Ni nujno, da se bosta mama in sin na železniški postaji ali avtobusni postaji skupaj odpravila na potovanje.
6556865251.jpg#4r1c	contradiction	Two team members are playing guard.	Two team members are sitting on the bench watching the game.	The two members can not be sitting and playing at the same time.	Dva člana ekipe igrata čuvaja.	Dva člana ekipe sedita na klopi in spremljata tekmo.	Oba člana ne moreta sedeti in igrati hkrati.
4623000836.jpg#4r1e	entailment	Group of colored people walking the street.	A group of colored people are walking down the sidewalk.	Street is sidewalk.	Skupina temnopoltih ljudi, ki hodijo po ulici.	Skupina temnopoltih ljudi hodi po pločniku.	Ulica je pločnik.
3119913014.jpg#3r1e	entailment	A man wearing a vest and pants walks across stage at a concert.	A man in a vest and pants is on the stage.	"""Walks across stage"" implies that the man is ""on the stage"""	Moški, oblečen v telovnik in hlače, hodi po odru na koncertu.	Na odru je moški v telovniku in hlačah.	&quot;Sprehodi po odru&quot; pomeni, da je moški &quot;na odru&quot;
4720749611.jpg#2r1n	neutral	A woman in a floral print blouse talks on her cellphone on the sidewalk.	A woman is standing outside talking on her cell phone.	Just because a woman is on the sidewalk does not imply that she is standing outside.	Ženska v bluzi s cvetličnim vzorcem se na pločniku pogovarja po mobilnem telefonu.	Ženska stoji zunaj in se pogovarja po mobilnem telefonu.	Samo zato, ker je ženska na pločniku, še ne pomeni, da stoji zunaj.
6917567087.jpg#4r1e	entailment	A man gives a presentation to a crowded room.	A man is presenting.	When a man gives a presentation, he is presenting.	Moški opravi predstavitev v nabito polni sobi.	Moški se predstavlja.	Ko človek predstavlja, predstavlja.
2902844125.jpg#1r1e	entailment	A teenage boy grinds across a bar on his skateboard.	A boy grinds down a bar on his skateboard.	teenage boy is a boy	Najstnik na svoji rolki drsi po palici.	Fant brusi palico na svoji rolki.	najstnik je fant
3654402537.jpg#0r4c	contradiction	A young woman wearing a white dress with a blue towel in her lap is having her hair dried by another woman used a hair dryer.	Guys getting haircut	A woman isn't guys.	Mlada ženska v beli obleki z modro brisačo v naročju si lase suši druga ženska s sušilcem za lase.	Fantje se strižejo	Ženska ni fantje.
4216661635.jpg#3r3e	entailment	A man sitting on a cliff face, looking at the water.	A man sits on a cliff overlooking a body of water	a man sitting on a cliff face looking at the water is scene from a different perspective as he sits on a cliff overlooking the water	Moški, ki sedi na steni pečine, gleda v vodo.	Moški sedi na pečini in gleda na vodno telo	moški, ki sedi na pečini in gleda v vodo, je prizor iz druge perspektive, ko sedi na pečini in gleda vodo
170550385.jpg#0r3e	entailment	Four men in fatigues ride across a dry field on the back of a John Deere Gator while a woman sits at the wheel.	The John Deer Gator can carry a heavy load.	Heavy load implies four men in fatigues. Heavy load is riding on the back of a John Deere Gater	Štirje moški v uniformah se vozijo po suhem polju na zadnji strani John Deere Gatorja, ženska pa sedi za volanom.	John Deer Gator lahko nosi težko breme.	Težka obremenitev pomeni štiri ljudi v utrujenosti. Težko breme se vozi na zadnji strani John Deere Gater
4948865477.jpg#1r1n	neutral	One man, in a blue jacket, is sitting in the rain under a green umbrella.	He is sitting on a bench.	A man doesn't have to be sitting on a bench to be sitting.	En moški v modri jakni sedi v dežju pod zelenim dežnikom.	Sedi na klopi.	Človeku ni treba sedeti na klopi, da bi sedel.
3862675867.jpg#0r1n	neutral	A large crowd of people are congregated between a busy street and a tall building.	A huge crowd are watching a live concert.	a large crowd congregated between a busy street does not imply they are watching a live concert.	Med prometno ulico in visoko stavbo se zbere velika množica ljudi.	Ogromna množica gleda koncert v živo.	velika množica, zbrana med prometno ulico, ne pomeni, da gledajo koncert v živo.
3362280863.jpg#3r1e	entailment	An older man in a red NYC hat holding a cycle rental sign.	A man is renting bicycles.	An older man is a man. Cycle rental is the same as renting bicycles.	Starejši moški v rdečem klobuku v New Yorku drži znak za izposojo kolesa.	Moški izposoja kolesa.	Starejši moški je moški. Izposoja koles je enaka izposoji koles.
298122528.jpg#4r1e	entailment	A baby grabs an orange cat's tail.	The baby is grabbing the cat.	cat is grabbing by the tail.	Dojenček zgrabi oranžni mačji rep.	Dojenček grabi mačko.	mačka grabi za rep.
1568723169.jpg#3r1e	entailment	A small child taking a picture with a camera on a tripod.	A child is taking a photograph.	A child is taking a picture. Picture is another word for photograph.	Majhen otrok fotografira s fotoaparatom na stojalu.	Otrok fotografira.	Otrok se slika. Slika je druga beseda za fotografijo.
1820795682.jpg#2r1c	contradiction	A young women, dressed in a dark blue dance costume is participating in a cheer competition.	The women watch television.	a cheer competition is contradictory to television watching.	Mlada ženska, oblečena v temno moder plesni kostum, sodeluje v navijaškem tekmovanju.	Ženske gledajo televizijo.	navijaško tekmovanje je v nasprotju z gledanjem televizije.
2334983049.jpg#2r1c	contradiction	A man in a hat is covered in concert silly string.	The man is dripping pink slime from his nose.	If you're covered in silly string, it's impossible to be dripping pink slime from your nose at the same time.	Moški s klobukom je prekrit s koncertno neumno vrvico.	Moškemu iz nosu kaplja rožnata sluz.	Če si pokrit z neumno vrvico, je nemogoče, da bi ti hkrati iz nosu kapljala rožnata sluz.
695851277.jpg#1r1c	contradiction	A man in a work outfit holding a fruit getting ready to process or prepare it.	The man is sleeping in his bed.	GETTING READY IS NOT SLEEPING	Moški v delovni obleki drži sadje in se pripravlja na njegovo predelavo ali pripravo.	Moški spi v svoji postelji.	PRIPRAVLJANJE NI SPANJE
3839206915.jpg#2r1n	neutral	A man and a woman are walking past a store window with an African outfit on display.	A couple saw an African outfit on sale at a store.	A man and woman walking are not necessarily a couple.	Moški in ženska se sprehajata mimo izložbe trgovine z razstavljeno afriško obleko.	Par je videl afriško obleko na razprodaji v trgovini.	Moški in ženska, ki hodita, nista nujno par.
2828583747.jpg#4r1c	contradiction	A young boy standing on a street watching the traffic	Everyone is sleeping.	Everyone indicates more than one, and can not be standing and sleeping at the same same time.	Mlad fant stoji na ulici in opazuje promet	Vsi spijo.	Vsak navede več kot enega in ne more stati in spati hkrati.
2314547049.jpg#3r1c	contradiction	Brown headed woman opens a red package	A puppy is sitting.	The woman is doing an action and the dog is sitting.	Rjava ženska odpre rdeč paket	Sedi mladiček.	Ženska dela akcijo, pes pa sedi.
95734035.jpg#0r1e	entailment	There are two men riding bicycles outside in the snow covered countryside.	Two men are riding bicycles in the snow.	It's difficult to ride bicycles in the snow	Zunaj na zasneženem podeželju dva moška vozita kolesa.	Dva moška se vozita s kolesom po snegu.	Težko je voziti kolo po snegu
5217022503.jpg#1r1c	contradiction	An African American family picking vegetables from the garden, while mom holds the baby and supervises.	Nobody is picking veggies.	When nobody is picking veggies a family cannot be picking vegetables.	Afroameriška družina pobira zelenjavo z vrta, medtem ko mama drži otroka in ga nadzoruje.	Nihče ne nabira zelenjave.	Ko nihče ne nabira zelenjave, družina ne more nabirati zelenjave.
8004090394.jpg#4r1e	entailment	Male riding a racing bicycle.	A male is on a bike.	If the man is riding a bicycle he's on a bike.	Moški, ki vozi dirkalno kolo.	Moški je na kolesu.	Če človek vozi kolo, je na kolesu.
195137262.jpg#0r5e	entailment	Four people are sitting at a picnic bench eating while a fifth man stands next to the bench.	Four people are eating.	sitting at a picnic bench shows that people are eating.	Štirje ljudje sedijo na klopi za piknik in jedo, medtem ko peti moški stoji poleg klopi.	Štirje ljudje jedo.	sedenje na klopci za piknik kaže, da ljudje jedo.
4552756737.jpg#2r4e	entailment	A man holding a sign and a man playing a guitar are speaking in front of a crowd.	A man holds a sign while another plays the guitar to a crowd.	Doing things in front of a crowd is usually doing things to a crowd	Moški, ki drži znak, in moški, ki igra kitaro, govorita pred množico.	Moški drži napis, drugi pa množici igra na kitaro.	Delati stvari pred množico je običajno početi stvari množici
3376435746.jpg#1r1n	neutral	A person in a raincoat stands in a boat going across the water.	A person is wearing a black raincoat.	the person in raincoat need not be wearing black raincoat	Oseba v dežnem plašču stoji v čolnu, ki pluje po vodi.	Oseba nosi črn dežni plašč.	oseba v dežnem plašču ni nujno oblečena v črn dežni plašč
4411798387.jpg#4r1n	neutral	Man singing on a stage while playing the guitar.	Instruments are on a stage.	No evidence there is more than one instruments -the guitar.	Človek poje na odru in igra kitaro.	Inštrumenti so na odru.	Ni dokazov, da obstaja več kot en instrument - kitara.
4927868989.jpg#1r1c	contradiction	Factory workers standing in uniform next to their product.	The factory workers are sitting.	Standing and sitting are opposites.	Tovarniški delavci stojijo v uniformah poleg svojega izdelka.	Tovarniški delavci sedijo.	Stanje in sedenje sta nasprotja.
3342487512.jpg#4r1e	entailment	A snowboarder doing a jump on a K2 snowboard.	A snowboarder is doing a jump.	asnowboarder doing a jump is same as sa nowboarder doing a jump	Deskar med skokom na snežni deski K2.	Deskar na snegu izvaja skok.	asnowboarder, ki skače, je enako kot sa nowboarder, ki skače
558620122.jpg#3r1e	entailment	Two woman sitting in a doorway on a city street.	Two women outside.	The women are in a doorway on the street so they must be outside.	Dve ženski sedita na vratih na mestni ulici.	Dve ženski zunaj.	Ženske so na vratih na ulici, zato morajo biti zunaj.
1664475761.jpg#0r1n	neutral	Two boys try to attach fruits to a bicycle on a dirt road.	Some boys are trying to attach fruits to a bicycle.	Doesn't seem like they are some boys.	Dva fanta poskušata na makadamski cesti pritrditi sadje na kolo.	Nekateri fantje poskušajo pritrditi sadje na kolo.	Ne zdi se, da so fantje.
4756060669.jpg#4r1n	neutral	Woman in long skirt shopping.	The woman is shopping for new clothes.	A woman who is shopping isn't necessarily shopping for new clothes.	Nakupovanje ženske v dolgem krilu.	Ženska nakupuje nova oblačila.	Ženska, ki nakupuje, ne kupuje nujno novih oblačil.
1749702972.jpg#0r1e	entailment	Several people walking past a food cart on a city street.	There is a food cart next to the street.	If there are people walking past a food cart of the street, then there is a food cart next to the street.	Več ljudi hodi mimo vozička s hrano na mestni ulici.	Ob ulici je voziček s hrano.	Če ljudje hodijo mimo vozička s hrano na ulici, potem je voziček s hrano poleg ulice.
2609082055.jpg#4r1n	neutral	People are walking past a pink finish line.	People are completing a race.	They could be completing something other than a race	Ljudje hodijo mimo rožnate ciljne črte.	Ljudje zaključujejo dirko.	Lahko bi končali kaj drugega kot dirko
3951953306.jpg#2r1n	neutral	A man doing a handstand with a bottle under his head.	the man is a street performer and has people watching his stunts	Not everyone doing a handstand with a bottle under their head is a street performer.  Not all people doing handstands (street performer or no) have audiences.  Not all people doing handstands are performing stunts.	Moški, ki dela stojo na rokah s steklenico pod glavo.	človek je ulični igralec in ima ljudi, ki gledajo njegove podvige	Ni vsak, ki dela stojo na rokah s steklenico pod glavo, ulični igralec. Vsi ljudje, ki delajo stoje na rokah (ulični izvajalci ali ne), nimajo občinstva. Vsi ljudje, ki delajo stojo na rokah, ne izvajajo kaskade.
5039758111.jpg#1r1n	neutral	A short-haired woman in a dimly lit room is holding a microphone.	The woman is a singer	not every woman is a singer	Kratkolaska ženska v slabo osvetljenem prostoru drži mikrofon.	Ženska je pevka	ni vsaka ženska pevka
4258465084.jpg#2r1n	neutral	A electrician fixing or replacing lights in a office building wearing jeans and a black shirt.	the electrician fixed the lights in the office for 8 dollars	Not all electrician charge fixing the lights in the office for 8 dollars.	Električar, ki popravlja ali zamenjuje luči v poslovni stavbi, oblečen v kavbojke in črno srajco.	električar je popravil luči v pisarni za 8 dolarjev	Vsi električarji ne zaračunajo popravljanja luči v pisarni za 8 dolarjev.
2616643090.jpg#1r1e	entailment	Small child in green sweater with plant in mouth.	A child has a plant in its mouth.	It is the child that has a plant in its mouth	Majhen otrok v zelenem puloverju z rastlino v ustih.	Otrok ima rastlino v ustih.	Otrok je tisti, ki ima rastlino v ustih
4022062487.jpg#2r1c	contradiction	A woman checks the soil while also touching a line of string.	Woman making pasta for her family	The woman cannot check the soil and cook for her family simultaneously.	Ženska preverja zemljo, hkrati pa se dotika vrvice.	Ženska, ki pripravlja testenine za svojo družino	Ženska ne more hkrati preverjati zemlje in kuhati za svojo družino.
7207179578.jpg#1r1e	entailment	A man running in a marathon race is running across a bridge.	A man is outside.	A marathon on a bridge would be  too long to be indoors, so the man must be outside.	Moški, ki teče na maratonu, teče čez most.	Človek je zunaj.	Maraton na mostu bi bil predolg, če bi bil v zaprtih prostorih, zato mora biti človek zunaj.
371910695.jpg#2r1e	entailment	a woman in a focus group is caught starring off into space.	a person stares off into space.	Woman is a person.	ženska v fokusni skupini je ujeta, ko z glavno vlogo odleti v vesolje.	oseba strmi v prazno.	Ženska je oseba.
1425919702.jpg#4r2c	contradiction	a group of people sitting at a sporting event.	A group of people wait in line at the DMV.	The DMV isn't a sporting event.	skupina ljudi, ki sedijo na športnem dogodku.	Skupina ljudi čaka v vrsti na DMV.	DMV ni športni dogodek.
4717523965.jpg#3r1n	neutral	Three women standing at a table on the sidewalk	Three women are having a picnic at the table.	Standing at a table is not necessarily having a picnic.	Tri ženske stojijo za mizo na pločniku	Tri ženske imajo piknik za mizo.	Stati za mizo ni nujno piknik.
2249034258.jpg#0r2n	neutral	A woman talking on a cellphone and a man with a mustache emerge up the stairs from an underground subway.	A husband and wife are visiting New York City.	Not all women have a husband.	Ženska, ki govori po mobilnem telefonu, in moški z brki se pojavita po stopnicah iz podzemne železnice.	Mož in žena sta na obisku v New Yorku.	Vse ženske nimajo moža.
6635119569.jpg#3r1n	neutral	a man in a checkered shirt doing woodwork	The man's shirt is mostly red.	The shirt being checkered doesn't mean that it is mostly read.	moški v karirasti srajci dela pohištva	Moška srajca je večinoma rdeča.	To, da je majica karirasta, še ne pomeni, da je večinsko brana.
282481027.jpg#2r1n	neutral	A man with a wide brim hat lays bricks.	A man is building a new home	A man laying bricks doesn't have to be building a new home.	Moški s klobukom s širokimi krajci polaga opeke.	Človek gradi nov dom	Ni nujno, da človek, ki polaga opeke, gradi nov dom.
4189401450.jpg#3r1e	entailment	A daring man in blue jeans doing a jump on a skateboard over a rock.	A daring man in blue jeans on a skateboard.	"""A daring man in blue jeans on a skateboard."" is a rephrasing of man doing jump on skateboard"	Drzen moški v modrih kavbojkah med skokom na rolki čez skalo.	Drzen moški v modrih kavbojkah na rolki.	&quot;Drzen moški v modrih kavbojkah na rolki.&quot; je preoblikovan izraz človeka, ki skače na rolki
181989658.jpg#2r1e	entailment	A woman is walking with her cellphone, while carrying a huge mannequin.	A human walking	A woman is walking is a human walking.	Ženska se sprehaja z mobilnim telefonom in nosi ogromno lutko.	Človeška hoja	Ženska, ki hodi, je človeška hoja.
2772084628.jpg#0r1e	entailment	four children are running up a path towards a red brick building.	A group of kids are outside.	Four children can be rephrased as a group of kids and they are running towards a building and hence they are outside.	štirje otroci tečejo po stezi proti stavbi iz rdeče opeke.	Zunaj je skupina otrok.	Štiri otroke lahko preoblikujemo kot skupino otrok, ki tečejo proti stavbi in so zato zunaj.
3183875944.jpg#4r1c	contradiction	A brown dog is bringing back a buoy from the ocean.	The dog is laying on the couch.	ocean  is not the same as couch	Rjavi pes prinaša bojo iz oceana.	Pes leži na kavču.	ocean ni isto kot kavč
844258711.jpg#0r1e	entailment	A young child stands in the street of a downtrodden neighborhood, while another person walks in his direction.	The child is standing in the street	While both sentences state a child is standing in the street, the second sentence leaves out the place and possible danger of another person walking in his direction.	Majhen otrok stoji na ulici uničene soseske, druga oseba pa hodi v njegovo smer.	Otrok stoji na ulici	Medtem ko oba stavka navajata, da otrok stoji na ulici, drugi stavek izpušča kraj in morebitno nevarnost, da bi druga oseba hodila v njegovo smer.
1365040902.jpg#2r1e	entailment	The man with the goatee and black shirt is walking along the street.	A man walks along a street.	A man walking in the street doesn't have to be in a black shirt.	Moški s kozjo bradico in črno srajco se sprehaja po ulici.	Človek hodi po ulici.	Moškemu, ki hodi po ulici, ni treba biti v črni srajci.
4711903148.jpg#4r1c	contradiction	A father teaching his son how to fix his tricycle.	A mom shows her son how to bake bread.	Father refers to a male parent while mom refers to a female parent. They cannot be fixing his tricycle and baking bread simultaneously.	Oče uči svojega sina, kako popraviti tricikel.	Mama sinu pokaže, kako peče kruh.	Oče se nanaša na moškega starša, mama pa na žensko. Ne morejo hkrati popravljati njegovega tricikla in peči kruha.
2807437579.jpg#4r1n	neutral	A bride being kissed by a man.	A bride is being kissed by her father on the cheek.	Not all man can be the the bride's father, that is, her father.	Nevesta, ki jo poljubi moški.	Nevesto oče poljubi na lice.	Ne more biti vsak moški nevestin oče, torej njen oče.
4705001158.jpg#0r1e	entailment	A homeless man is sitting outside a store reading a newspaper with a funny cardboard sign.	a man is outside	Both subjects are outside	Brezdomec sedi pred trgovino in bere časopis s smešnim kartonskim napisom.	moški je zunaj	Oba predmeta sta zunaj
133684581.jpg#4r5e	entailment	A band is playing the bagpipes while a man jogs by wearing all black	This man jogs by some bagpipes	If a man jogs by some bagpipes it implies bagpipes were close by.	Bend igra na dude, medtem ko moški teče v črnem	Ta moški teče ob dudah	Če človek teče ob dudah, to pomeni, da so bile dude blizu.
2092480356.jpg#4r2n	neutral	Man in his boxers carving a pumpkin.	A man in his boxers is carving a pumpkin for Halloween.	Just because Man in his boxers carving a pumpkin does not indicate that he is carving a pumpkin for Halloween.	Moški v boksaricah izrezuje bučo.	Moški v boksaricah izrezuje bučo za noč čarovnic.	Samo zato, ker moški v svojih boksaricah izrezuje bučo, ne pomeni, da izrezuje bučo za noč čarovnic.
5609573810.jpg#1r1e	entailment	Two man are swimming on a shore with a tree covered hill in the background.	Two people are exercising in the water next to the scenic background.	Swimming refers to exercising in the water	Dva moška plavata na obali, v ozadju pa je hrib, poraščen z drevesi.	Dve osebi telovadita v vodi ob slikovitem ozadju.	Plavanje se nanaša na vadbo v vodi
3517023411.jpg#0r1n	neutral	A man with something orange on his helmet riding a bike in a busy setting.	The man is riding a yellow bike.	not all man has a helmet.	Moški z nečim oranžnim na čeladi se vozi s kolesom v živahnem okolju.	Moški se vozi z rumenim kolesom.	nima vsak človek čelade.
3392019836.jpg#4r1c	contradiction	two people play a game at a carnival.	A man is parachuting through the air	two people and a man are different and play a game and parachuting cannot be done at the same time.	dva človeka igrata igro na karnevalu.	Človek skače s padalom po zraku	dva človeka in človek sta različna in igrata igro in padalstva ni mogoče izvajati hkrati.
157245265.jpg#0r4c	contradiction	Asian children dressed in red and yellow, and wearing black knee pads, rollerskate outdoors over vast, shiny tile.	The children are indoors watching television.	To rollerskate outdoors is not the same as being indoors watching television.	Azijski otroci, oblečeni v rdeče in rumeno ter nosijo črne ščitnike za kolena, rolajo na prostem po ogromnih sijočih ploščicah.	Otroci so v hiši in gledajo televizijo.	Rolati na prostem ni isto kot biti v zaprtih prostorih in gledati televizijo.
5479540752.jpg#0r5e	entailment	A snowboarder wearing a blue jacket and green pants is speeding down the side of a mountain with snow shooting behind him, with a blue sky and green trees in the background.	A man is snowboarding down the mountain.	A snowboarder is a shorter name for a man snowboarding.	Deskar na snegu, oblečen v modro jakno in zelene hlače, drvi navzdol po pobočju gore, za njim pa sneg, z modrim nebom in zelenimi drevesi v ozadju.	Moški se spušča po gori.	Snežni deskar je krajše ime za moškega, ki deska na snegu.
1501297480.jpg#2r3n	neutral	A child wearing shorts is moving a window screen.	The child is helping replace a screen.	Moving is not necessarily helping replace.	Otrok v kratkih hlačah premika okensko mrežo.	Otrok pomaga zamenjati zaslon.	Selitev ni nujno pomoč pri zamenjavi.
2586911841.jpg#0r1c	contradiction	The girl is wearing a blue shirt and jumping in the air.	The girl sits in the street.	If she's jumping, she doesn't sit.	Deklica nosi modro srajco in skače v zrak.	Dekle sedi na ulici.	Če skače, ne sedi.
2572604969.jpg#4r3e	entailment	A person reads to a group of boys.	There are children close to a person.	Boys are children.	Oseba bere skupini fantov.	V bližini osebe so otroci.	Fantje so otroci.
4816991572.jpg#1r1n	neutral	A woman with a large scarf walks the paved sidewalk and reaches into her purse.	The woman is on her way to work	It is not apparent she's headed to work.	Ženska z velikim šalom hodi po tlakovanem pločniku in seže v torbico.	Ženska je na poti v službo	Ni očitno, da se odpravlja v službo.
